http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,Thing,http://www.w3.org/2000/01/rdf-schema#label
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,The Product Type of all Products,http://www.w3.org/2000/01/rdf-schema#comment
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/StandardizationInstitution1,http://purl.org/dc/elements/1.1/publisher
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,2000-07-04,http://purl.org/dc/elements/1.1/date
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,amour dupable,http://www.w3.org/2000/01/rdf-schema#label
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,lengthened galling outposts emulatively looming deplanes stinters forehanded interdisciplinary manoeuvred frankers pederasty heralds disrupts fishnet falsifiable absorbable appreciators undefinable draftable revindicates flashlamp insertion expurgations tarsier,http://www.w3.org/2000/01/rdf-schema#comment
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www.w3.org/2000/01/rdf-schema#subClassOf
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/StandardizationInstitution1,http://purl.org/dc/elements/1.1/publisher
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,2000-06-26,http://purl.org/dc/elements/1.1/date
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,microprocessor mops reigned,http://www.w3.org/2000/01/rdf-schema#label
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,antecedently nonyielding cocaines milligrams dimorphic shamming clawed hurts enchains jukeboxes mottoes brahminist embrocated quatrefoil harmonize guardants prayerfully adios restring coursing fisticuffs cordlessly augured fumigated academies splotches auctioning timeliness flushest ranching speedily gets nonsymbolic pyorrhea rales headpieces ladrons tightwire playtimes etherizes mistaught screechier casehardening placaters saurian summarization counterfeits skipping,http://www.w3.org/2000/01/rdf-schema#comment
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www.w3.org/2000/01/rdf-schema#subClassOf
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/StandardizationInstitution1,http://purl.org/dc/elements/1.1/publisher
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,2000-07-05,http://purl.org/dc/elements/1.1/date
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,practiced,http://www.w3.org/2000/01/rdf-schema#label
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,swarmed adjuratory fondled shiksas pourboire chortled distinctiveness fostered unchastened dehumanizes bulleted wieldy reaccession roentgenoscope minorcas nimbly birdhouses outclasses hazels traumatologies glaucomatous sabotages hexone porkier duplicating internee thermodynamically whereinsoever satirizing postformed fatigueless feasance remove unseats sheers stenographers unperceiving shipworms coshers prelim hispaniola impeaches rafting squelchy probationers countless bluejay decontaminator encipherments wading,http://www.w3.org/2000/01/rdf-schema#comment
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,http://www.w3.org/2000/01/rdf-schema#subClassOf
